Section,Township,Township Direction,Range,Range Direction,Baseline,Side,Length,Degrees,Minutes,Seconds,Alignment,North Reference,Concatenation,API
2,8,2,20,1,1,South-Right1,1324.7275,89,13,30,3,T,2822011South-Right1,4.30476E+13
2,8,2,20,1,1,South-Right2,1324.7275,89,13,30,3,T,2822011South-Right2,4.30476E+13
5,3,2,1,1,2,West-Up2,1423.26,1,2,30,1,T,532112West-Up2,4.30476E+13
5,3,2,1,1,2,West-Up1,1321.14,1,6,41,1,T,532112West-Up1,4.30476E+13
5,3,2,1,1,2,West-Down1,1321.14,1,6,41,4,T,532112West-Down1,4.30476E+13
5,3,2,1,1,2,West-Down2,1321.14,1,6,41,4,T,532112West-Down2,4.30476E+13
5,3,2,1,1,2,East-Up2,1362.155,1,20,55,1,T,532112East-Up2,4.30476E+13
5,3,2,1,1,2,East-Up1,1362.155,1,20,55,1,T,532112East-Up1,4.30476E+13
5,3,2,1,1,2,East-Down1,1324.835,0,31,4,4,T,532112East-Down1,4.30476E+13
5,3,2,1,1,2,East-Down2,1324.835,0,31,4,4,T,532112East-Down2,4.30476E+13
5,3,2,1,1,2,North-Left2,1318.29,89,13,24,2,T,532112North-Left2,4.30476E+13
5,3,2,1,1,2,North-Left1,1318.89,89,13,0,2,T,532112North-Left1,4.30476E+13
5,3,2,1,1,2,North-Right1,1318.475,89,20,27,2,T,532112North-Right1,4.30476E+13
5,3,2,1,1,2,North-Right2,1318.475,89,20,27,2,T,532112North-Right2,4.30476E+13
5,3,2,1,1,2,South-Left2,1314.84,89,8,16,2,T,532112South-Left2,4.30476E+13
5,3,2,1,1,2,South-Left1,1314.84,89,8,16,2,T,532112South-Left1,4.30476E+13
5,3,2,1,1,2,South-Right1,1314.955,89,8,9,2,T,532112South-Right1,4.30476E+13
5,3,2,1,1,2,South-Right2,1314.955,89,8,9,2,T,532112South-Right2,4.30476E+13
6,2,2,1,1,2,West-Up2,1321.39,0,24,2,4,T,622112West-Up2,4304756021
6,2,2,1,1,2,West-Up1,1322.06,1,50,57,4,T,622112West-Up1,4304756021
6,2,2,1,1,2,West-Down1,1314.115,0,30,36,2,T,622112West-Down1,4304756021
6,2,2,1,1,2,West-Down2,1314.115,0,30,36,2,T,622112West-Down2,4304756021
6,2,2,1,1,2,East-Up2,1331.1875,0,0,19,3,T,622112East-Up2,4304756021
6,2,2,1,1,2,East-Up1,1331.1875,0,0,19,3,T,622112East-Up1,4304756021
6,2,2,1,1,2,East-Down1,1331.1875,0,0,19,3,T,622112East-Down1,4304756021
6,2,2,1,1,2,East-Down2,1331.1875,0,0,19,3,T,622112East-Down2,4304756021
6,2,2,1,1,2,North-Left2,1319.65,89,42,1,2,T,622112North-Left2,4304756021
6,2,2,1,1,2,North-Left1,1319.69,89,41,51,2,T,622112North-Left1,4304756021
6,2,2,1,1,2,North-Right1,1317.72,89,52,15,2,T,622112North-Right1,4304756021
6,2,2,1,1,2,North-Right2,1317.72,89,52,15,2,T,622112North-Right2,4304756021
6,2,2,1,1,2,South-Left2,1303.04,89,45,17,4,T,622112South-Left2,4304756021
6,2,2,1,1,2,South-Left1,1327.93,89,47,30,4,T,622112South-Left1,4304756021
6,2,2,1,1,2,South-Right1,1300.9,89,38,42,4,T,622112South-Right1,4304756021
6,2,2,1,1,2,South-Right2,1314.01,89,19,10,4,T,622112South-Right2,4304756021
5,8,2,20,1,1,West-Up2,0,0,0,0,0,T,5822011West-Up2,4304756037
5,8,2,20,1,1,West-Up1,5280,0,44,18,1,T,5822011West-Up1,4304756037
5,8,2,20,1,1,West-Down1,0,0,0,0,0,T,5822011West-Down1,4304756037
5,8,2,20,1,1,West-Down2,0,0,0,0,0,T,5822011West-Down2,4304756037
5,8,2,20,1,1,East-Up2,0,0,0,0,0,T,5822011East-Up2,4304756037
5,8,2,20,1,1,East-Up1,2625.9,0,13,36,4,T,5822011East-Up1,4304756037
5,8,2,20,1,1,East-Down1,1322.13,1,12,49,4,T,5822011East-Down1,4304756037
5,8,2,20,1,1,East-Down2,1321.35,1,12,4,4,T,5822011East-Down2,4304756037
5,8,2,20,1,1,North-Left2,0,0,0,0,0,T,5822011North-Left2,4304756037
5,8,2,20,1,1,North-Left1,2642.77,89,28,44,2,T,5822011North-Left1,4304756037
5,8,2,20,1,1,North-Right1,2652.38,89,44,53,3,T,5822011North-Right1,4304756037
5,8,2,20,1,1,North-Right2,0,0,0,0,0,T,5822011North-Right2,4304756037
5,8,2,20,1,1,South-Left2,1891.19,89,20,29,4,T,5822011South-Left2,4304756037
5,8,2,20,1,1,South-Left1,680.76,89,27,0,4,T,5822011South-Left1,4304756037
5,8,2,20,1,1,South-Right1,2708.05,89,13,58,1,T,5822011South-Right1,4304756037
5,8,2,20,1,1,South-Right2,0,0,0,0,0,T,5822011South-Right2,4304756037
3,8,2,20,1,1,West-Up2,1352.22,0,45,17,4,T,3822011West-Up2,4304756038
3,8,2,20,1,1,West-Up1,1316.02,0,44,39,4,T,3822011West-Up1,4304756038
3,8,2,20,1,1,West-Down1,1326.2,0,27,22,4,T,3822011West-Down1,4304756038
3,8,2,20,1,1,West-Down2,1326.2,0,27,22,4,T,3822011West-Down2,4304756038
3,8,2,20,1,1,East-Up2,1328.785,2,40,4,4,T,3822011East-Up2,4304756038
3,8,2,20,1,1,East-Up1,1328.785,2,40,4,4,T,3822011East-Up1,4304756038
3,8,2,20,1,1,East-Down1,1320.115,0,25,18,2,T,3822011East-Down1,4304756038
3,8,2,20,1,1,East-Down2,1320.115,0,25,18,2,T,3822011East-Down2,4304756038
3,8,2,20,1,1,North-Left2,1315.74,89,49,34,3,T,3822011North-Left2,4304756038
3,8,2,20,1,1,North-Left1,1315.74,89,49,34,3,T,3822011North-Left1,4304756038
3,8,2,20,1,1,North-Right1,1330.985,89,17,56,3,T,3822011North-Right1,4304756038
3,8,2,20,1,1,North-Right2,1330.985,89,17,56,3,T,3822011North-Right2,4304756038
3,8,2,20,1,1,South-Left2,1335.475,89,17,29,3,T,3822011South-Left2,4304756038
3,8,2,20,1,1,South-Left1,1335.475,89,17,29,3,T,3822011South-Left1,4304756038
3,8,2,20,1,1,South-Right1,1335.475,89,17,29,3,T,3822011South-Right1,4304756038
3,8,2,20,1,1,South-Right2,1335.475,89,17,29,3,T,3822011South-Right2,4304756038
34,7,2,20,1,1,West-Up2,1361.43,0,36,34,4,T,34722011West-Up2,4304756041
34,7,2,20,1,1,West-Up1,1361.43,0,36,34,4,T,34722011West-Up1,4304756041
34,7,2,20,1,1,West-Down1,1362.045,0,44,43,4,T,34722011West-Down1,4304756041
34,7,2,20,1,1,West-Down2,1362.045,0,44,43,4,T,34722011West-Down2,4304756041
34,7,2,20,1,1,East-Up2,1351.855,0,12,16,4,T,34722011East-Up2,4304756041
34,7,2,20,1,1,East-Up1,1351.855,0,12,16,4,T,34722011East-Up1,4304756041
34,7,2,20,1,1,East-Down1,1352.435,0,41,5,4,T,34722011East-Down1,4304756041
34,7,2,20,1,1,East-Down2,1352.435,0,41,5,4,T,34722011East-Down2,4304756041
34,7,2,20,1,1,North-Left2,1339.04,87,24,25,4,T,34722011North-Left2,4304756041
34,7,2,20,1,1,North-Left1,1339.04,87,24,25,4,T,34722011North-Left1,4304756041
34,7,2,20,1,1,North-Right1,1318.02,87,0,47,4,T,34722011North-Right1,4304756041
34,7,2,20,1,1,North-Right2,1337.97,81,44,27,3,T,34722011North-Right2,4304756041
34,7,2,20,1,1,South-Left2,1315.74,89,49,34,3,T,34722011South-Left2,4304756041
34,7,2,20,1,1,South-Left1,1315.74,89,49,34,3,T,34722011South-Left1,4304756041
34,7,2,20,1,1,South-Right1,1330.985,89,17,56,3,T,34722011South-Right1,4304756041
34,7,2,20,1,1,South-Right2,1330.985,89,17,56,3,T,34722011South-Right2,4304756041
31,7,2,21,1,1,West-Up2,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,T,31722111West-Up2,4.30476E+13
31,7,2,21,1,1,West-Up1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,T,31722111West-Up1,4.30476E+13
31,7,2,21,1,1,West-Down1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,T,31722111West-Down1,4.30476E+13
31,7,2,21,1,1,West-Down2,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,T,31722111West-Down2,4.30476E+13
31,7,2,21,1,1,East-Up2,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,T,31722111East-Up2,4.30476E+13
31,7,2,21,1,1,East-Up1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,T,31722111East-Up1,4.30476E+13
31,7,2,21,1,1,East-Down1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,T,31722111East-Down1,4.30476E+13
31,7,2,21,1,1,East-Down2,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,T,31722111East-Down2,4.30476E+13
31,7,2,21,1,1,North-Left2,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,T,31722111North-Left2,4.30476E+13
31,7,2,21,1,1,North-Left1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,T,31722111North-Left1,4.30476E+13
31,7,2,21,1,1,North-Right1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,T,31722111North-Right1,4.30476E+13
31,7,2,21,1,1,North-Right2,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,T,31722111North-Right2,4.30476E+13
31,7,2,21,1,1,South-Left2,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,T,31722111South-Left2,4.30476E+13
31,7,2,21,1,1,South-Left1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,T,31722111South-Left1,4.30476E+13
31,7,2,21,1,1,South-Right1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,T,31722111South-Right1,4.30476E+13
31,7,2,21,1,1,South-Right2,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,T,31722111South-Right2,4.30476E+13
11,15,2,3,1,1,West-Up2,0,0,0,0,0,T,11152311West-Up2,4.30395E+13
11,15,2,3,1,1,West-Up1,5297.83,1,21,39,4,T,11152311West-Up1,4.30395E+13
11,15,2,3,1,1,West-Down1,0,0,0,0,0,T,11152311West-Down1,4.30395E+13
11,15,2,3,1,1,West-Down2,0,0,0,0,0,T,11152311West-Down2,4.30395E+13
11,15,2,3,1,1,East-Up2,0,0,0,0,0,T,11152311East-Up2,4.30395E+13
11,15,2,3,1,1,East-Up1,5290.95,1,32,35,4,T,11152311East-Up1,4.30395E+13
11,15,2,3,1,1,East-Down1,0,0,0,0,0,T,11152311East-Down1,4.30395E+13
11,15,2,3,1,1,East-Down2,0,0,0,0,0,T,11152311East-Down2,4.30395E+13
11,15,2,3,1,1,North-Left2,0,0,0,0,0,T,11152311North-Left2,4.30395E+13
11,15,2,3,1,1,North-Left1,5265.38,89,32,6,3,T,11152311North-Left1,4.30395E+13
11,15,2,3,1,1,North-Right1,0,0,0,0,0,T,11152311North-Right1,4.30395E+13
11,15,2,3,1,1,North-Right2,0,0,0,0,0,T,11152311North-Right2,4.30395E+13
11,15,2,3,1,1,South-Left2,0,0,0,0,0,T,11152311South-Left2,4.30395E+13
11,15,2,3,1,1,South-Left1,5282.11,89,27,26,3,T,11152311South-Left1,4.30395E+13
11,15,2,3,1,1,South-Right1,0,0,0,0,0,T,11152311South-Right1,4.30395E+13
11,15,2,3,1,1,South-Right2,0,0,0,0,0,T,11152311South-Right2,4.30395E+13
35,2,2,4,2,2,West-Up2,0,0,0,0,0,T,3522422West-Up2,4.30135E+13
35,2,2,4,2,2,West-Up1,2628.81,0,3,24,3,T,3522422West-Up1,4.30135E+13
35,2,2,4,2,2,West-Down1,2707.68,0,3,24,3,T,3522422West-Down1,4.30135E+13
35,2,2,4,2,2,West-Down2,0,0,0,0,0,T,3522422West-Down2,4.30135E+13
35,2,2,4,2,2,East-Up2,0,0,0,0,0,T,3522422East-Up2,4.30135E+13
35,2,2,4,2,2,East-Up1,5278.99,0,12,17,1,T,3522422East-Up1,4.30135E+13
35,2,2,4,2,2,East-Down1,5278.99,0,12,17,1,T,3522422East-Down1,4.30135E+13
35,2,2,4,2,2,East-Down2,0,0,0,0,0,T,3522422East-Down2,4.30135E+13
35,2,2,4,2,2,North-Left2,0,0,0,0,0,T,3522422North-Left2,4.30135E+13
35,2,2,4,2,2,North-Left1,5275.24,89,58,57,2,T,3522422North-Left1,4.30135E+13
35,2,2,4,2,2,North-Right1,0,0,0,0,0,T,3522422North-Right1,4.30135E+13
35,2,2,4,2,2,North-Right2,0,0,0,0,0,T,3522422North-Right2,4.30135E+13
35,2,2,4,2,2,South-Left2,0,0,0,0,0,T,3522422South-Left2,4.30135E+13
35,2,2,4,2,2,South-Left1,2639.76,89,43,11,4,T,3522422South-Left1,4.30135E+13
35,2,2,4,2,2,South-Right1,2664.21,89,42,22,4,T,3522422South-Right1,4.30135E+13
35,2,2,4,2,2,South-Right2,0,0,0,0,0,T,3522422South-Right2,4.30135E+13
31,3,2,4,2,2,West-Up2,0,0,0,0,0,T,3132422West-Up2,4.30135E+13
31,3,2,4,2,2,West-Up1,2643.91,0,6,25,2,T,3132422West-Up1,4.30135E+13
31,3,2,4,2,2,West-Down1,2655.04,0,6,28,3,T,3132422West-Down1,4.30135E+13
31,3,2,4,2,2,West-Down2,0,0,14,47,4,T,3132422West-Down2,4.30135E+13
31,3,2,4,2,2,East-Up2,0,0,0,0,0,T,3132422East-Up2,4.30135E+13
31,3,2,4,2,2,East-Up1,2643.91,0,6,25,2,T,3132422East-Up1,4.30135E+13
31,3,2,4,2,2,East-Down1,2655.04,0,6,28,3,T,3132422East-Down1,4.30135E+13
31,3,2,4,2,2,East-Down2,0,0,0,0,0,T,3132422East-Down2,4.30135E+13
31,3,2,4,2,2,North-Left2,0,0,0,0,0,T,3132422North-Left2,4.30135E+13
31,3,2,4,2,2,North-Left1,2727.82,89,19,37,2,T,3132422North-Left1,4.30135E+13
31,3,2,4,2,2,North-Right1,1317.51,89,58,51,2,T,3132422North-Right1,4.30135E+13
31,3,2,4,2,2,North-Right2,1331.31,89,8,18,2,T,3132422North-Right2,4.30135E+13
31,3,2,4,2,2,South-Left2,0,0,0,0,0,T,3132422South-Left2,4.30135E+13
31,3,2,4,2,2,South-Left1,2764.22,88,41,46,2,T,3132422South-Left1,4.30135E+13
31,3,2,4,2,2,South-Right1,2655.75,89,56,23,3,T,3132422South-Right1,4.30135E+13
31,3,2,4,2,2,South-Right2,0,0,0,0,0,T,3132422South-Right2,4.30135E+13
17,3,2,5,2,2,West-Up2,1321.35,0,24,35,4,T,1732522West-Up2,4.30135E+13
17,3,2,5,2,2,West-Up1,1321.35,0,24,35,4,T,1732522West-Up1,4.30135E+13
17,3,2,5,2,2,West-Down1,1314.13,0,12,34,4,T,1732522West-Down1,4.30135E+13
17,3,2,5,2,2,West-Down2,1314.13,0,12,34,4,T,1732522West-Down2,4.30135E+13
17,3,2,5,2,2,East-Up2,0,0,0,0,0,T,1732522East-Up2,4.30135E+13
17,3,2,5,2,2,East-Up1,2624.15,0,17,16,4,T,1732522East-Up1,4.30135E+13
17,3,2,5,2,2,East-Down1,2620.72,0,12,54,4,T,1732522East-Down1,4.30135E+13
17,3,2,5,2,2,East-Down2,0,0,0,0,0,T,1732522East-Down2,4.30135E+13
17,3,2,5,2,2,North-Left2,0,0,0,0,0,T,1732522North-Left2,4.30135E+13
17,3,2,5,2,2,North-Left1,2670.19,89,18,31,2,T,1732522North-Left1,4.30135E+13
17,3,2,5,2,2,North-Right1,2670.46,89,18,32,2,T,1732522North-Right1,4.30135E+13
17,3,2,5,2,2,North-Right2,1316.27,89,41,42,2,T,1732522North-Right2,4.30135E+13
17,3,2,5,2,2,South-Left2,0,0,0,0,0,T,1732522South-Left2,4.30135E+13
17,3,2,5,2,2,South-Left1,89,10,44,2,89.17888889,T,1732522South-Left1,4.30135E+13
17,3,2,5,2,2,South-Right1,89,5,51,2,89.0975,T,1732522South-Right1,4.30135E+13
17,3,2,5,2,2,South-Right2,0,0,0,0,0,T,1732522South-Right2,4.30135E+13
18,3,2,4,2,2,West-Up2,0,0,0,0,0,T,1832422West-Up2,4.30135E+13
18,3,2,4,2,2,West-Up1,2633.99,0,4,55,4,T,1832422West-Up1,4.30135E+13
18,3,2,4,2,2,West-Down1,2644.59,0,5,0,4,T,1832422West-Down1,4.30135E+13
18,3,2,4,2,2,West-Down2,0,0,0,0,0,T,1832422West-Down2,4.30135E+13
18,3,2,4,2,2,East-Up2,0,0,0,0,0,T,1832422East-Up2,4.30135E+13
18,3,2,4,2,2,East-Up1,2629.41,0,18,52,4,T,1832422East-Up1,4.30135E+13
18,3,2,4,2,2,East-Down1,2629.41,0,18,52,4,T,1832422East-Down1,4.30135E+13
18,3,2,4,2,2,East-Down2,0,0,0,0,0,T,1832422East-Down2,4.30135E+13
18,3,2,4,2,2,North-Left2,0,0,0,0,0,T,1832422North-Left2,4.30135E+13
18,3,2,4,2,2,North-Left1,2686.8,89,53,4,4,T,1832422North-Left1,4.30135E+13
18,3,2,4,2,2,North-Right1,2659.7,89,52,54,3,T,1832422North-Right1,4.30135E+13
18,3,2,4,2,2,North-Right2,0,0,0,0,0,T,1832422North-Right2,4.30135E+13
18,3,2,4,2,2,South-Left2,0,0,0,0,0,T,1832422South-Left2,4.30135E+13
18,3,2,4,2,2,South-Left1,2705.65,89,41,33,3,T,1832422South-Left1,4.30135E+13
18,3,2,4,2,2,South-Right1,2655.51,89,41,33,3,T,1832422South-Right1,4.30135E+13
18,3,2,4,2,2,South-Right2,0,0,0,0,0,T,1832422South-Right2,4.30135E+13
26,2,2,4,2,2,West-Up2,0,0,0,0,0,T,2622422West-Up2,4.30135E+13
26,2,2,4,2,2,West-Up1,2649.97,0,55,27,4,T,2622422West-Up1,4.30135E+13
26,2,2,4,2,2,West-Down1,2644.16,0,4,32,3,T,2622422West-Down1,4.30135E+13
26,2,2,4,2,2,West-Down2,0,0,0,0,0,T,2622422West-Down2,4.30135E+13
26,2,2,4,2,2,East-Up2,0,0,0,0,0,T,2622422East-Up2,4.30135E+13
26,2,2,4,2,2,East-Up1,5283.77,0,15,24,4,T,2622422East-Up1,4.30135E+13
26,2,2,4,2,2,East-Down1,0,0,0,0,0,T,2622422East-Down1,4.30135E+13
26,2,2,4,2,2,East-Down2,0,0,0,0,0,T,2622422East-Down2,4.30135E+13
26,2,2,4,2,2,North-Left2,0,0,0,0,0,T,2622422North-Left2,4.30135E+13
26,2,2,4,2,2,North-Left1,5290.83,89,54,30,4,T,2622422North-Left1,4.30135E+13
26,2,2,4,2,2,North-Right1,0,0,0,0,0,T,2622422North-Right1,4.30135E+13
26,2,2,4,2,2,North-Right2,0,0,0,0,0,T,2622422North-Right2,4.30135E+13
26,2,2,4,2,2,South-Left2,0,0,0,0,0,T,2622422South-Left2,4.30135E+13
26,2,2,4,2,2,South-Left1,5275.24,89,58,57,2,T,2622422South-Left1,4.30135E+13
26,2,2,4,2,2,South-Right1,0,0,0,0,0,T,2622422South-Right1,4.30135E+13
26,2,2,4,2,2,South-Right2,0,0,0,0,0,T,2622422South-Right2,4.30135E+13
27,2,2,4,2,2,West-Up2,0,0,0,0,0,T,2722422West-Up2,4.30135E+13
27,2,2,4,2,2,West-Up1,2640,0,2,0,4,T,2722422West-Up1,4.30135E+13
27,2,2,4,2,2,West-Down1,2610.79,0,14,33,4,T,2722422West-Down1,4.30135E+13
27,2,2,4,2,2,West-Down2,0,0,0,0,0,T,2722422West-Down2,4.30135E+13
27,2,2,4,2,2,East-Up2,0,0,0,0,0,T,2722422East-Up2,4.30135E+13
27,2,2,4,2,2,East-Up1,2649.97,0,55,27,4,T,2722422East-Up1,4.30135E+13
27,2,2,4,2,2,East-Down1,2649.97,0,55,27,4,T,2722422East-Down1,4.30135E+13
27,2,2,4,2,2,East-Down2,0,0,0,0,0,T,2722422East-Down2,4.30135E+13
27,2,2,4,2,2,North-Left2,0,0,0,0,0,T,2722422North-Left2,4.30135E+13
27,2,2,4,2,2,North-Left1,5270.38,89,42,2,3,T,2722422North-Left1,4.30135E+13
27,2,2,4,2,2,North-Right1,0,0,0,0,0,T,2722422North-Right1,4.30135E+13
27,2,2,4,2,2,North-Right2,0,0,0,0,0,T,2722422North-Right2,4.30135E+13
27,2,2,4,2,2,South-Left2,0,0,0,0,0,T,2722422South-Left2,4.30135E+13
27,2,2,4,2,2,South-Left1,2650.59,89,40,22,4,T,2722422South-Left1,4.30135E+13
27,2,2,4,2,2,South-Right1,2635.63,89,58,49,2,T,2722422South-Right1,4.30135E+13
27,2,2,4,2,2,South-Right2,0,0,0,0,0,T,2722422South-Right2,4.30135E+13
1,3,2,5,2,2,West-Up2,0,0,0,0,0,T,132522West-Up2,4.30135E+13
1,3,2,5,2,2,West-Up1,2634.98,0,4,6,4,T,132522West-Up1,4.30135E+13
1,3,2,5,2,2,West-Down1,2634.77,0,0,39,4,T,132522West-Down1,4.30135E+13
1,3,2,5,2,2,West-Down2,0,0,0,0,0,T,132522West-Down2,4.30135E+13
1,3,2,5,2,2,East-Up2,0,0,0,0,0,T,132522East-Up2,4.30135E+13
1,3,2,5,2,2,East-Up1,2627.49,0,6,15,3,T,132522East-Up1,4.30135E+13
1,3,2,5,2,2,East-Down1,2632.63,0,6,20,3,T,132522East-Down1,4.30135E+13
1,3,2,5,2,2,East-Down2,0,0,0,0,0,T,132522East-Down2,4.30135E+13
1,3,2,5,2,2,North-Left2,0,0,0,0,0,T,132522North-Left2,4.30135E+13
1,3,2,5,2,2,North-Left1,2647.08,89,56,0,1,T,132522North-Left1,4.30135E+13
1,3,2,5,2,2,North-Right1,2650.46,89,58,16,2,T,132522North-Right1,4.30135E+13
1,3,2,5,2,2,North-Right2,0,0,0,0,0,T,132522North-Right2,4.30135E+13
1,3,2,5,2,2,South-Left2,0,0,0,0,0,T,132522South-Left2,4.30135E+13
1,3,2,5,2,2,South-Left1,3963.89,89,54,49,3,T,132522South-Left1,4.30135E+13
1,3,2,5,2,2,South-Right1,1321.4,89,54,58,2,T,132522South-Right1,4.30135E+13
1,3,2,5,2,2,South-Right2,0,0,0,0,0,T,132522South-Right2,4.30135E+13
7,3,2,4,2,2,West-Up2,0,0,0,0,0,T,732422West-Up2,4.30135E+13
7,3,2,4,2,2,West-Up1,2631.33,0,15,33,3,T,732422West-Up1,4.30135E+13
7,3,2,4,2,2,West-Down1,2637.4,0,1,24,3,T,732422West-Down1,4.30135E+13
7,3,2,4,2,2,West-Down2,0,0,0,0,0,T,732422West-Down2,4.30135E+13
7,3,2,4,2,2,East-Up2,0,0,0,0,0,T,732422East-Up2,4.30135E+13
7,3,2,4,2,2,East-Up1,2634.98,0,4,6,4,T,732422East-Up1,4.30135E+13
7,3,2,4,2,2,East-Down1,2634.77,0,0,39,2,T,732422East-Down1,4.30135E+13
7,3,2,4,2,2,East-Down2,0,0,0,0,0,T,732422East-Down2,4.30135E+13
7,3,2,4,2,2,North-Left2,0,0,0,0,0,T,732422North-Left2,4.30135E+13
7,3,2,4,2,2,North-Left1,2666.11,89,51,39,2,T,732422North-Left1,4.30135E+13
7,3,2,4,2,2,North-Right1,2640.84,89,55,47,1,T,732422North-Right1,4.30135E+13
7,3,2,4,2,2,North-Right2,0,0,0,0,0,T,732422North-Right2,4.30135E+13
7,3,2,4,2,2,South-Left2,0,0,0,0,0,T,732422South-Left2,4.30135E+13
7,3,2,4,2,2,South-Left1,2686.59,89,53,1,2,T,732422South-Left1,4.30135E+13
7,3,2,4,2,2,South-Right1,2620.65,89,53,21,2,T,732422South-Right1,4.30135E+13
7,3,2,4,2,2,South-Right2,0,0,0,0,0,T,732422South-Right2,4.30135E+13
25,3,2,5,2,2,West-Up2,0,0,0,0,0,T,2532522West-Up2,4.30135E+13
25,3,2,5,2,2,West-Up1,2640.85,0,3,54,2,T,2532522West-Up1,4.30135E+13
25,3,2,5,2,2,West-Down1,2640.85,0,3,54,2,T,2532522West-Down1,4.30135E+13
25,3,2,5,2,2,West-Down2,0,0,0,0,0,T,2532522West-Down2,4.30135E+13
25,3,2,5,2,2,East-Up2,0,0,0,0,0,T,2532522East-Up2,4.30135E+13
25,3,2,5,2,2,East-Up1,2648,0,5,24,3,T,2532522East-Up1,4.30135E+13
25,3,2,5,2,2,East-Down1,2636.42,0,6,27,3,T,2532522East-Down1,4.30135E+13
25,3,2,5,2,2,East-Down2,0,0,0,0,0,T,2532522East-Down2,4.30135E+13
25,3,2,5,2,2,North-Left2,0,0,0,0,0,T,2532522North-Left2,4.30135E+13
25,3,2,5,2,2,North-Left1,2644.22,89,44,10,3,T,2532522North-Left1,4.30135E+13
25,3,2,5,2,2,North-Right1,2644.09,89,44,3,2,T,2532522North-Right1,4.30135E+13
25,3,2,5,2,2,North-Right2,0,0,0,0,0,T,2532522North-Right2,4.30135E+13
25,3,2,5,2,2,South-Left2,1317.41,89,58,11,3,T,2532522South-Left2,4.30135E+13
25,3,2,5,2,2,South-Left1,1317.51,89,58,41,3,T,2532522South-Left1,4.30135E+13
25,3,2,5,2,2,South-Right1,1317.51,89,58,41,3,T,2532522South-Right1,4.30135E+13
25,3,2,5,2,2,South-Right2,1331.31,89,8,18,3,T,2532522South-Right2,4.30135E+13
19,3,2,4,2,2,West-Up2,0,0,0,0,0,T,1932422West-Up2,4.30135E+13
19,3,2,4,2,2,West-Up1,5281.24,0,1,28,2,T,1932422West-Up1,4.30135E+13
19,3,2,4,2,2,West-Down1,0,0,0,0,0,T,1932422West-Down1,4.30135E+13
19,3,2,4,2,2,West-Down2,0,0,0,0,0,T,1932422West-Down2,4.30135E+13
19,3,2,4,2,2,East-Up2,0,0,0,0,0,T,1932422East-Up2,4.30135E+13
19,3,2,4,2,2,East-Up1,2631.6,0,29,1,3,T,1932422East-Up1,4.30135E+13
19,3,2,4,2,2,East-Down1,2650.27,0,5,47,3,T,1932422East-Down1,4.30135E+13
19,3,2,4,2,2,East-Down2,0,0,0,0,0,T,1932422East-Down2,4.30135E+13
19,3,2,4,2,2,North-Left2,0,0,0,0,0,T,1932422North-Left2,4.30135E+13
19,3,2,4,2,2,North-Left1,2705.63,89,41,311,3,T,1932422North-Left1,4.30135E+13
19,3,2,4,2,2,North-Right1,2620.66,89,53,21,2,T,1932422North-Right1,4.30135E+13
19,3,2,4,2,2,North-Right2,0,0,0,0,0,T,1932422North-Right2,4.30135E+13
19,3,2,4,2,2,South-Left2,0,0,0,0,0,T,1932422South-Left2,4.30135E+13
19,3,2,4,2,2,South-Left1,2610.06,89,38,23,2,T,1932422South-Left1,4.30135E+13
19,3,2,4,2,2,South-Right1,2639.69,89,43,5,2,T,1932422South-Right1,4.30135E+13
19,3,2,4,2,2,South-Right2,0,0,0,0,0,T,1932422South-Right2,4.30135E+13
27,3,2,4,2,2,West-Up2,1305.245,0,2,20,4,T,2732422West-Up2,4301354135
27,3,2,4,2,2,West-Up1,1305.245,0,2,20,4,T,2732422West-Up1,4301354135
27,3,2,4,2,2,West-Down1,1310.05,0,3,4,4,T,2732422West-Down1,4301354135
27,3,2,4,2,2,West-Down2,1310.05,0,3,4,4,T,2732422West-Down2,4301354135
27,3,2,4,2,2,East-Up2,0,0,0,0,0,T,2732422East-Up2,4301354135
27,3,2,4,2,2,East-Up1,2621.67,0,5,5,3,T,2732422East-Up1,4301354135
27,3,2,4,2,2,East-Down1,0,0,0,0,0,T,2732422East-Down1,4301354135
27,3,2,4,2,2,East-Down2,2634.95,0,2,13,3,T,2732422East-Down2,4301354135
27,3,2,4,2,2,North-Left2,0,0,0,0,0,T,2732422North-Left2,4301354135
