Section,Township,Township Direction,Range,Range Direction,Baseline,Side,Length,Degrees,Minutes,Seconds,Alignment,Concatenation,North Reference,Northing,Easting,API,Quadrant,FNSL Value,FNSL Direction,FEWL Value,FEWL Direction
30,2,2,2,2,2,West-Down1,1369.29,0,34,46,2,3022222West-Down1,,3022222West-Down1,571544,4458994,,662,662,299,FWL
30,2,2,2,2,2,West-Down2,1322.15,0,5,32,2,3022222West-Down2,,3022222West-Down2,571544,4458994,,662,662,299,FWL
30,2,2,2,2,2,East-Up2,0,0,0,0,0,3022222East-Up2,,3022222East-Up2,571544,4458994,,662,662,299,FWL
30,2,2,2,2,2,East-Up1,5291.53,0,7,16,2,3022222East-Up1,,3022222East-Up1,571544,4458994,,662,662,299,FWL
30,2,2,2,2,2,East-Down1,0,0,0,0,0,3022222East-Down1,,3022222East-Down1,571544,4458994,,662,662,299,FWL
30,2,2,2,2,2,East-Down2,0,0,0,0,0,3022222East-Down2,,3022222East-Down2,571544,4458994,,662,662,299,FWL
30,2,2,2,2,2,North-Left2,0,0,0,0,0,3022222North-Left2,,3022222North-Left2,571544,4458994,,662,662,299,FWL
30,2,2,2,2,2,North-Left1,5185.43,89,43,13,3,3022222North-Left1,,3022222North-Left1,571544,4458994,,662,662,299,FWL
30,2,2,2,2,2,North-Right1,0,0,0,0,0,3022222North-Right1,,3022222North-Right1,571544,4458994,,662,662,299,FWL
30,2,2,2,2,2,North-Right2,0,0,0,0,0,3022222North-Right2,,3022222North-Right2,571544,4458994,,662,662,299,FWL
30,2,2,2,2,2,South-Left2,0,0,0,0,0,3022222South-Left2,,3022222South-Left2,571544,4458994,,662,662,299,FWL
30,2,2,2,2,2,South-Left1,5195.57,89,47,59,3,3022222South-Left1,,3022222South-Left1,571544,4458994,,662,662,299,FWL
30,2,2,2,2,2,South-Right1,0,0,0,0,0,3022222South-Right1,,3022222South-Right1,571544,4458994,,662,662,299,FWL
30,2,2,2,2,2,South-Right2,0,0,0,0,0,3022222South-Right2,,3022222South-Right2,571544,4458994,,662,662,299,FWL
27,2,2,2,2,2,West-Up2,1317.04,0,7,25,2,2722222West-Up2,,2722222West-Up2,576196,4459845,,491,491,468,FWL
27,2,2,2,2,2,West-Up1,1316.71,0,7,50,2,2722222West-Up1,,2722222West-Up1,576196,4459845,,491,491,468,FWL
27,2,2,2,2,2,West-Down1,1287.54,0,13,19,2,2722222West-Down1,,2722222West-Down1,576196,4459845,,491,491,468,FWL
27,2,2,2,2,2,West-Down2,1287.54,0,13,19,2,2722222West-Down2,,2722222West-Down2,576196,4459845,,491,491,468,FWL
27,2,2,2,2,2,East-Up2,1316.765,0,5,1,1,2722222East-Up2,,2722222East-Up2,576196,4459845,,491,491,468,FWL
27,2,2,2,2,2,East-Up1,1316.765,0,5,1,1,2722222East-Up1,,2722222East-Up1,576196,4459845,,491,491,468,FWL
27,2,2,2,2,2,East-Down1,1316.795,0,4,56,1,2722222East-Down1,,2722222East-Down1,576196,4459845,,491,491,468,FWL
27,2,2,2,2,2,East-Down2,1316.795,0,4,56,1,2722222East-Down2,,2722222East-Down2,576196,4459845,,491,491,468,FWL
27,2,2,2,2,2,North-Left2,1319.47,89,58,8,2,2722222North-Left2,,2722222North-Left2,576196,4459845,,491,491,468,FWL
27,2,2,2,2,2,North-Left1,1319.47,89,58,8,2,2722222North-Left1,,2722222North-Left1,576196,4459845,,491,491,468,FWL
27,2,2,2,2,2,North-Right1,1319.97,89,59,7,1,2722222North-Right1,,2722222North-Right1,576196,4459845,,491,491,468,FWL
27,2,2,2,2,2,North-Right2,1319.97,89,59,7,1,2722222North-Right2,,2722222North-Right2,576196,4459845,,491,491,468,FWL
27,2,2,2,2,2,South-Left2,1325.6575,89,22,41,4,2722222South-Left2,,2722222South-Left2,576196,4459845,,491,491,468,FWL
27,2,2,2,2,2,South-Left1,1325.6575,89,22,41,4,2722222South-Left1,,2722222South-Left1,576196,4459845,,491,491,468,FWL
27,2,2,2,2,2,South-Right1,1325.6575,89,22,41,4,2722222South-Right1,,2722222South-Right1,576196,4459845,,491,491,468,FWL
27,2,2,2,2,2,South-Right2,1325.6575,89,22,41,4,2722222South-Right2,,2722222South-Right2,576196,4459845,,491,491,468,FWL
2,3,2,5,2,2,West-Up2,0,0,0,0,0,232522West-Up2,,232522West-Up2,549023,4455993,,1300,1300,961,FWL
2,3,2,5,2,2,West-Up1,2637.41,0,8,8,4,232522West-Up1,,232522West-Up1,549023,4455993,,1300,1300,961,FWL
2,3,2,5,2,2,West-Down1,2637.66,0,39,7,4,232522West-Down1,,232522West-Down1,549023,4455993,,1300,1300,961,FWL
2,3,2,5,2,2,West-Down2,0,0,0,0,0,232522West-Down2,,232522West-Down2,549023,4455993,,1300,1300,961,FWL
2,3,2,5,2,2,East-Up2,0,0,0,0,0,232522East-Up2,,232522East-Up2,549023,4455993,,1300,1300,961,FWL
2,3,2,5,2,2,East-Up1,2634.98,0,4,6,4,232522East-Up1,,232522East-Up1,549023,4455993,,1300,1300,961,FWL
2,3,2,5,2,2,East-Down1,2634.77,0,0,39,2,232522East-Down1,,232522East-Down1,549023,4455993,,1300,1300,961,FWL
2,3,2,5,2,2,East-Down2,0,0,0,0,0,232522East-Down2,,232522East-Down2,549023,4455993,,1300,1300,961,FWL
2,3,2,5,2,2,North-Left2,0,0,0,0,0,232522North-Left2,,232522North-Left2,549023,4455993,,1300,1300,961,FWL
2,3,2,5,2,2,North-Left1,2644.2,89,56,57,1,232522North-Left1,,232522North-Left1,549023,4455993,,1300,1300,961,FWL
2,3,2,5,2,2,North-Right1,2640.84,89,55,47,1,232522North-Right1,,232522North-Right1,549023,4455993,,1300,1300,961,FWL
2,3,2,5,2,2,North-Right2,0,0,0,0,0,232522North-Right2,,232522North-Right2,549023,4455993,,1300,1300,961,FWL
2,3,2,5,2,2,South-Left2,0,0,0,0,0,232522South-Left2,,232522South-Left2,549023,4455993,,1300,1300,961,FWL
2,3,2,5,2,2,South-Left1,2630.8,89,52,47,1,232522South-Left1,,232522South-Left1,549023,4455993,,1300,1300,961,FWL
2,3,2,5,2,2,South-Right1,2620.65,89,53,21,2,232522South-Right1,,232522South-Right1,549023,4455993,,1300,1300,961,FWL
2,3,2,5,2,2,South-Right2,0,0,0,0,0,232522South-Right2,,232522South-Right2,549023,4455993,,1300,1300,961,FWL
23,3,2,4,2,2,West-Up2,1310.655,0,5,16,1,2332422West-Up2,,2332422West-Up2,558548,4451011,,2355,2355,230,FWL
23,3,2,4,2,2,West-Up1,1310.655,0,5,16,1,2332422West-Up1,,2332422West-Up1,558548,4451011,,2355,2355,230,FWL
23,3,2,4,2,2,West-Down1,1309.42,0,7,45,4,2332422West-Down1,,2332422West-Down1,558548,4451011,,2355,2355,230,FWL
23,3,2,4,2,2,West-Down2,1309.42,0,7,45,4,2332422West-Down2,,2332422West-Down2,558548,4451011,,2355,2355,230,FWL
23,3,2,4,2,2,East-Up2,1370.62,0,4,14,1,2332422East-Up2,,2332422East-Up2,558548,4451011,,2355,2355,230,FWL
23,3,2,4,2,2,East-Up1,1316.85,0,38,30,1,2332422East-Up1,,2332422East-Up1,558548,4451011,,2355,2355,230,FWL
23,3,2,4,2,2,East-Down1,1316.165,0,47,20,1,2332422East-Down1,,2332422East-Down1,558548,4451011,,2355,2355,230,FWL
23,3,2,4,2,2,East-Down2,1316.165,0,47,20,1,2332422East-Down2,,2332422East-Down2,558548,4451011,,2355,2355,230,FWL
23,3,2,4,2,2,North-Left2,1324.945,89,44,20,2,2332422North-Left2,,2332422North-Left2,558548,4451011,,2355,2355,230,FWL
23,3,2,4,2,2,North-Left1,1324.945,89,44,20,2,2332422North-Left1,,2332422North-Left1,558548,4451011,,2355,2355,230,FWL
23,3,2,4,2,2,North-Right1,1289.805,88,30,34,1,2332422North-Right1,,2332422North-Right1,558548,4451011,,2355,2355,230,FWL
23,3,2,4,2,2,North-Right2,1289.805,88,30,34,1,2332422North-Right2,,2332422North-Right2,558548,4451011,,2355,2355,230,FWL
23,3,2,4,2,2,South-Left2,1323.355,89,47,6,4,2332422South-Left2,,2332422South-Left2,558548,4451011,,2355,2355,230,FWL
23,3,2,4,2,2,South-Left1,1323.355,89,47,6,4,2332422South-Left1,,2332422South-Left1,558548,4451011,,2355,2355,230,FWL
23,3,2,4,2,2,South-Right1,1328.805,89,35,8,2,2332422South-Right1,,2332422South-Right1,558548,4451011,,2355,2355,230,FWL
23,3,2,4,2,2,South-Right2,1328.805,89,35,8,2,2332422South-Right2,,2332422South-Right2,558548,4451011,,2355,2355,230,FWL
23,3,2,2,2,2,West-Up2,1325.37,1,9,17,4,2332222West-Up2,,2332222West-Up2,578692,4453478,,380,380,2355,FEL
23,3,2,2,2,2,West-Up1,3978.91,1,6,58,4,2332222West-Up1,,2332222West-Up1,578692,4453478,,380,380,2355,FEL
23,3,2,2,2,2,West-Down1,0,0,0,0,0,2332222West-Down1,,2332222West-Down1,578692,4453478,,380,380,2355,FEL
23,3,2,2,2,2,West-Down2,0,0,0,0,0,2332222West-Down2,,2332222West-Down2,578692,4453478,,380,380,2355,FEL
23,3,2,2,2,2,East-Up2,1321.64,0,41,51,4,2332222East-Up2,,2332222East-Up2,578692,4453478,,380,380,2355,FEL
23,3,2,2,2,2,East-Up1,1327.26,0,42,12,4,2332222East-Up1,,2332222East-Up1,578692,4453478,,380,380,2355,FEL
23,3,2,2,2,2,East-Down1,1320.08,0,32,46,4,2332222East-Down1,,2332222East-Down1,578692,4453478,,380,380,2355,FEL
23,3,2,2,2,2,East-Down2,1322.8,0,51,27,4,2332222East-Down2,,2332222East-Down2,578692,4453478,,380,380,2355,FEL
23,3,2,2,2,2,North-Left2,0,0,0,0,0,2332222North-Left2,,2332222North-Left2,578692,4453478,,380,380,2355,FEL
23,3,2,2,2,2,North-Left1,2619.36,89,9,9,2,2332222North-Left1,,2332222North-Left1,578692,4453478,,380,380,2355,FEL
23,3,2,2,2,2,North-Right1,2619.54,89,9,28,2,2332222North-Right1,,2332222North-Right1,578692,4453478,,380,380,2355,FEL
23,3,2,2,2,2,North-Right2,0,0,0,0,0,2332222North-Right2,,2332222North-Right2,578692,4453478,,380,380,2355,FEL
23,3,2,2,2,2,South-Left2,0,0,0,0,0,2332222South-Left2,,2332222South-Left2,578692,4453478,,380,380,2355,FEL
23,3,2,2,2,2,South-Left1,2630.06,88,52,3,2,2332222South-Left1,,2332222South-Left1,578692,4453478,,380,380,2355,FEL
23,3,2,2,2,2,South-Right1,1285.7,89,6,29,2,2332222South-Right1,,2332222South-Right1,578692,4453478,,380,380,2355,FEL
23,3,2,2,2,2,South-Right2,1283.9,89,14,7,2,2332222South-Right2,,2332222South-Right2,578692,4453478,,380,380,2355,FEL
14,4,2,1,2,2,West-Up2,1320.91,0,1,21,4,1442122West-Up2,,1442122West-Up2,588815,4443034,,1906,1906,906,FEL
14,4,2,1,2,2,West-Up1,1320.91,0,1,21,4,1442122West-Up1,,1442122West-Up1,588815,4443034,,1906,1906,906,FEL
14,4,2,1,2,2,West-Down1,1320.91,0,1,21,0,1442122West-Down1,,1442122West-Down1,588815,4443034,,1906,1906,906,FEL
14,4,2,1,2,2,West-Down2,1320.91,0,1,21,0,1442122West-Down2,,1442122West-Down2,588815,4443034,,1906,1906,906,FEL
14,4,2,1,2,2,East-Up2,1322.4425,0,9,43,1,1442122East-Up2,,1442122East-Up2,588815,4443034,,1906,1906,906,FEL
14,4,2,1,2,2,East-Up1,1322.4425,0,9,43,1,1442122East-Up1,,1442122East-Up1,588815,4443034,,1906,1906,906,FEL
14,4,2,1,2,2,East-Down1,1322.4425,0,9,43,1,1442122East-Down1,,1442122East-Down1,588815,4443034,,1906,1906,906,FEL
14,4,2,1,2,2,East-Down2,1322.4425,0,9,43,1,1442122East-Down2,,1442122East-Down2,588815,4443034,,1906,1906,906,FEL
14,4,2,1,2,2,North-Left2,1319.3,89,57,50,4,1442122North-Left2,,1442122North-Left2,588815,4443034,,1906,1906,906,FEL
14,4,2,1,2,2,North-Left1,1319.3,89,57,50,4,1442122North-Left1,,1442122North-Left1,588815,4443034,,1906,1906,906,FEL
14,4,2,1,2,2,North-Right1,1319.3,89,57,50,4,1442122North-Right1,,1442122North-Right1,588815,4443034,,1906,1906,906,FEL
14,4,2,1,2,2,North-Right2,1319.3,89,57,50,4,1442122North-Right2,,1442122North-Right2,588815,4443034,,1906,1906,906,FEL
14,4,2,1,2,2,South-Left2,1321.58,89,53,6,3,1442122South-Left2,,1442122South-Left2,588815,4443034,,1906,1906,906,FEL
14,4,2,1,2,2,South-Left1,1321.58,89,53,6,3,1442122South-Left1,,1442122South-Left1,588815,4443034,,1906,1906,906,FEL
14,4,2,1,2,2,South-Right1,1321.58,89,53,6,3,1442122South-Right1,,1442122South-Right1,588815,4443034,,1906,1906,906,FEL
14,4,2,1,2,2,South-Right2,1321.58,89,53,6,3,1442122South-Right2,,1442122South-Right2,588815,4443034,,1906,1906,906,FEL
26,2,2,1,2,2,West-Up2,1319.585,0,23,17,4,2622122West-Up2,,2622122West-Up2,588852,4457095,,330,330,920,FEL
26,2,2,1,2,2,West-Up1,1319.585,0,23,17,4,2622122West-Up1,,2622122West-Up1,588852,4457095,,330,330,920,FEL
26,2,2,1,2,2,West-Down1,1323.62,0,21,3,4,2622122West-Down1,,2622122West-Down1,588852,4457095,,330,330,920,FEL
26,2,2,1,2,2,West-Down2,1323.62,0,21,3,4,2622122West-Down2,,2622122West-Down2,588852,4457095,,330,330,920,FEL
26,2,2,1,2,2,East-Up2,1321.845,0,6,29,4,2622122East-Up2,,2622122East-Up2,588852,4457095,,330,330,920,FEL
26,2,2,1,2,2,East-Up1,1321.845,0,6,29,4,2622122East-Up1,,2622122East-Up1,588852,4457095,,330,330,920,FEL
26,2,2,1,2,2,East-Down1,1325.395,0,18,10,4,2622122East-Down1,,2622122East-Down1,588852,4457095,,330,330,920,FEL
26,2,2,1,2,2,East-Down2,1325.395,0,18,10,4,2622122East-Down2,,2622122East-Down2,588852,4457095,,330,330,920,FEL
26,2,2,1,2,2,North-Left2,1320.26,89,31,47,3,2622122North-Left2,,2622122North-Left2,588852,4457095,,330,330,920,FEL
26,2,2,1,2,2,North-Left1,1320.26,89,31,47,3,2622122North-Left1,,2622122North-Left1,588852,4457095,,330,330,920,FEL
26,2,2,1,2,2,North-Right1,1320.025,89,32,9,3,2622122North-Right1,,2622122North-Right1,588852,4457095,,330,330,920,FEL
26,2,2,1,2,2,North-Right2,1320.025,89,32,9,3,2622122North-Right2,,2622122North-Right2,588852,4457095,,330,330,920,FEL
26,2,2,1,2,2,South-Left2,1315.635,89,38,4,3,2622122South-Left2,,2622122South-Left2,588852,4457095,,330,330,920,FEL
26,2,2,1,2,2,South-Left1,1315.635,89,38,4,3,2622122South-Left1,,2622122South-Left1,588852,4457095,,330,330,920,FEL
26,2,2,1,2,2,South-Right1,1317.07,89,36,19,3,2622122South-Right1,,2622122South-Right1,588852,4457095,,330,330,920,FEL
26,2,2,1,2,2,South-Right2,1317.07,89,36,19,3,2622122South-Right2,,2622122South-Right2,588852,4457095,,330,330,920,FEL
16,26,2,20,1,1,West-Up2,0,0,0,0,0,162622011West-Up2,,162622011West-Up2,611543,4266927,,700,700,1075,FWL
16,26,2,20,1,1,West-Up1,2700.49,0,33,15,2,162622011West-Up1,,162622011West-Up1,611543,4266927,,700,700,1075,FWL
16,26,2,20,1,1,West-Down1,2610.39,0,13,23,4,162622011West-Down1,,162622011West-Down1,611543,4266927,,700,700,1075,FWL
16,26,2,20,1,1,West-Down2,0,0,0,0,0,162622011West-Down2,,162622011West-Down2,611543,4266927,,700,700,1075,FWL
16,26,2,20,1,1,East-Up2,0,0,0,0,0,162622011East-Up2,,162622011East-Up2,611543,4266927,,700,700,1075,FWL
16,26,2,20,1,1,East-Up1,2668.51,0,7,36,2,162622011East-Up1,,162622011East-Up1,611543,4266927,,700,700,1075,FWL
16,26,2,20,1,1,East-Down1,2659.03,0,4,21,2,162622011East-Down1,,162622011East-Down1,611543,4266927,,700,700,1075,FWL
16,26,2,20,1,1,East-Down2,0,0,0,0,0,162622011East-Down2,,162622011East-Down2,611543,4266927,,700,700,1075,FWL
16,26,2,20,1,1,North-Left2,0,0,0,0,0,162622011North-Left2,,162622011North-Left2,611543,4266927,,700,700,1075,FWL
16,26,2,20,1,1,North-Left1,2634.86,89,51,57,2,162622011North-Left1,,162622011North-Left1,611543,4266927,,700,700,1075,FWL
16,26,2,20,1,1,North-Right1,2647.79,89,51,43,2,162622011North-Right1,,162622011North-Right1,611543,4266927,,700,700,1075,FWL
16,26,2,20,1,1,North-Right2,0,0,0,0,0,162622011North-Right2,,162622011North-Right2,611543,4266927,,700,700,1075,FWL
16,26,2,20,1,1,South-Left2,0,0,0,0,0,162622011South-Left2,,162622011South-Left2,611543,4266927,,700,700,1075,FWL
16,26,2,20,1,1,South-Left1,2654.57,89,55,23,4,162622011South-Left1,,162622011South-Left1,611543,4266927,,700,700,1075,FWL
16,26,2,20,1,1,South-Right1,2634.77,89,59,7,4,162622011South-Right1,,162622011South-Right1,611543,4266927,,700,700,1075,FWL
16,26,2,20,1,1,South-Right2,0,0,0,0,0,162622011South-Right2,,162622011South-Right2,611543,4266927,,700,700,1075,FWL
10,2,2,3,2,2,West-Up2,1312.7,0,36,29,2,1022322West-Up2,,1022322West-Up2,568133,4463596,,1650,1650,330,FEL
10,2,2,3,2,2,West-Up1,1318.36,0,19,37,2,1022322West-Up1,,1022322West-Up1,568133,4463596,,1650,1650,330,FEL
10,2,2,3,2,2,West-Down1,1314.195,0,12,23,2,1022322West-Down1,,1022322West-Down1,568133,4463596,,1650,1650,330,FEL
10,2,2,3,2,2,West-Down2,1314.195,0,12,23,2,1022322West-Down2,,1022322West-Down2,568133,4463596,,1650,1650,330,FEL
10,2,2,3,2,2,East-Up2,1301.23,0,6,3,2,1022322East-Up2,,1022322East-Up2,568133,4463596,,1650,1650,330,FEL
10,2,2,3,2,2,East-Up1,1301.25,0,6,17,2,1022322East-Up1,,1022322East-Up1,568133,4463596,,1650,1650,330,FEL
10,2,2,3,2,2,East-Down1,1316.87,0,5,8,2,1022322East-Down1,,1022322East-Down1,568133,4463596,,1650,1650,330,FEL
10,2,2,3,2,2,East-Down2,1316.87,0,5,8,2,1022322East-Down2,,1022322East-Down2,568133,4463596,,1650,1650,330,FEL
10,2,2,3,2,2,North-Left2,1329.635,89,21,57,4,1022322North-Left2,,1022322North-Left2,568133,4463596,,1650,1650,330,FEL
10,2,2,3,2,2,North-Left1,1329.635,89,21,57,4,1022322North-Left1,,1022322North-Left1,568133,4463596,,1650,1650,330,FEL
10,2,2,3,2,2,North-Right1,1341.23,89,48,31,4,1022322North-Right1,,1022322North-Right1,568133,4463596,,1650,1650,330,FEL
10,2,2,3,2,2,North-Right2,1341.23,89,48,31,4,1022322North-Right2,,1022322North-Right2,568133,4463596,,1650,1650,330,FEL
10,2,2,3,2,2,South-Left2,1340.9775,89,50,13,4,1022322South-Left2,,1022322South-Left2,568133,4463596,,1650,1650,330,FEL
10,2,2,3,2,2,South-Left1,1340.9775,89,50,13,4,1022322South-Left1,,1022322South-Left1,568133,4463596,,1650,1650,330,FEL
10,2,2,3,2,2,South-Right1,1340.9775,89,50,13,4,1022322South-Right1,,1022322South-Right1,568133,4463596,,1650,1650,330,FEL
10,2,2,3,2,2,South-Right2,1340.9775,89,50,13,4,1022322South-Right2,,1022322South-Right2,568133,4463596,,1650,1650,330,FEL
16,4,2,1,2,2,West-Up2,1320.91,0,1,21,4,1642122West-Up2,,1642122West-Up2,585769,4443954,,265,265,312,FEL
16,4,2,1,2,2,West-Up1,1320.91,0,1,21,4,1642122West-Up1,,1642122West-Up1,585769,4443954,,265,265,312,FEL
16,4,2,1,2,2,West-Down1,1320.91,0,1,21,0,1642122West-Down1,,1642122West-Down1,585769,4443954,,265,265,312,FEL
16,4,2,1,2,2,West-Down2,1320.91,0,1,21,0,1642122West-Down2,,1642122West-Down2,585769,4443954,,265,265,312,FEL
16,4,2,1,2,2,East-Up2,1319.01,0,4,42,4,1642122East-Up2,,1642122East-Up2,585769,4443954,,265,265,312,FEL
16,4,2,1,2,2,East-Up1,1319.01,0,4,42,4,1642122East-Up1,,1642122East-Up1,585769,4443954,,265,265,312,FEL
16,4,2,1,2,2,East-Down1,1319.855,0,18,31,4,1642122East-Down1,,1642122East-Down1,585769,4443954,,265,265,312,FEL
16,4,2,1,2,2,East-Down2,1319.855,0,18,31,4,1642122East-Down2,,1642122East-Down2,585769,4443954,,265,265,312,FEL
16,4,2,1,2,2,North-Left2,1319.3775,89,56,41,3,1642122North-Left2,,1642122North-Left2,585769,4443954,,265,265,312,FEL
16,4,2,1,2,2,North-Left1,1319.3775,89,56,41,3,1642122North-Left1,,1642122North-Left1,585769,4443954,,265,265,312,FEL
16,4,2,1,2,2,North-Right1,1319.3775,89,56,41,3,1642122North-Right1,,1642122North-Right1,585769,4443954,,265,265,312,FEL
16,4,2,1,2,2,North-Right2,1319.3775,89,56,41,3,1642122North-Right2,,1642122North-Right2,585769,4443954,,265,265,312,FEL
16,4,2,1,2,2,South-Left2,1314.9075,88,24,10,2,1642122South-Left2,,1642122South-Left2,585769,4443954,,265,265,312,FEL
16,4,2,1,2,2,South-Left1,1314.9075,88,24,10,2,1642122South-Left1,,1642122South-Left1,585769,4443954,,265,265,312,FEL
16,4,2,1,2,2,South-Right1,1314.9075,88,24,10,2,1642122South-Right1,,1642122South-Right1,585769,4443954,,265,265,312,FEL
16,4,2,1,2,2,South-Right2,1314.9075,88,24,10,2,1642122South-Right2,,1642122South-Right2,585769,4443954,,265,265,312,FEL
21,3,2,1,2,2,West-Up2,1320.43,0,9,1,4,2132122West-Up2,,2132122West-Up2,584516,4450666,,615,615,662,FWL
21,3,2,1,2,2,West-Up1,1320.43,0,9,1,4,2132122West-Up1,,2132122West-Up1,584516,4450666,,615,615,662,FWL
21,3,2,1,2,2,West-Down1,1313.37,0,9,13,4,2132122West-Down1,,2132122West-Down1,584516,4450666,,615,615,662,FWL
21,3,2,1,2,2,West-Down2,1321.48,0,0,13,4,2132122West-Down2,,2132122West-Down2,584516,4450666,,615,615,662,FWL
21,3,2,1,2,2,East-Up2,1318.89,0,14,57,2,2132122East-Up2,,2132122East-Up2,584516,4450666,,615,615,662,FWL
21,3,2,1,2,2,East-Up1,1318.89,0,14,57,2,2132122East-Up1,,2132122East-Up1,584516,4450666,,615,615,662,FWL
21,3,2,1,2,2,East-Down1,1336.035,0,14,57,2,2132122East-Down1,,2132122East-Down1,584516,4450666,,615,615,662,FWL
21,3,2,1,2,2,East-Down2,1336.035,0,14,57,2,2132122East-Down2,,2132122East-Down2,584516,4450666,,615,615,662,FWL
21,3,2,1,2,2,North-Left2,1325.58,89,53,20,3,2132122North-Left2,,2132122North-Left2,584516,4450666,,615,615,662,FWL
21,3,2,1,2,2,North-Left1,1318.12,89,56,56,3,2132122North-Left1,,2132122North-Left1,584516,4450666,,615,615,662,FWL
21,3,2,1,2,2,North-Right1,1320.585,89,55,18,1,2132122North-Right1,,2132122North-Right1,584516,4450666,,615,615,662,FWL
21,3,2,1,2,2,North-Right2,1320.585,89,55,18,1,2132122North-Right2,,2132122North-Right2,584516,4450666,,615,615,662,FWL
21,3,2,1,2,2,South-Left2,1304.055,89,40,35,1,2132122South-Left2,,2132122South-Left2,584516,4450666,,615,615,662,FWL
21,3,2,1,2,2,South-Left1,1304.055,89,40,35,1,2132122South-Left1,,2132122South-Left1,584516,4450666,,615,615,662,FWL
21,3,2,1,2,2,South-Right1,1321.625,89,34,58,1,2132122South-Right1,,2132122South-Right1,584516,4450666,,615,615,662,FWL
21,3,2,1,2,2,South-Right2,1321.625,89,34,58,1,2132122South-Right2,,2132122South-Right2,584516,4450666,,615,615,662,FWL
12,2,2,2,2,2,West-Up2,1302.265,0,3,17,4,1222222West-Up2,,1222222West-Up2,580212,4464236,,2077,2077,2083,FEL
12,2,2,2,2,2,West-Up1,1302.265,0,3,17,4,1222222West-Up1,,1222222West-Up1,580212,4464236,,2077,2077,2083,FEL
12,2,2,2,2,2,West-Down1,1302.265,0,3,17,4,1222222West-Down1,,1222222West-Down1,580212,4464236,,2077,2077,2083,FEL
12,2,2,2,2,2,West-Down2,1302.265,0,3,17,4,1222222West-Down2,,1222222West-Down2,580212,4464236,,2077,2077,2083,FEL
12,2,2,2,2,2,East-Up2,1235.51,0,23,26,2,1222222East-Up2,,1222222East-Up2,580212,4464236,,2077,2077,2083,FEL
12,2,2,2,2,2,East-Up1,1235.51,0,23,26,2,1222222East-Up1,,1222222East-Up1,580212,4464236,,2077,2077,2083,FEL
12,2,2,2,2,2,East-Down1,1318.61,0,1,49,1,1222222East-Down1,,1222222East-Down1,580212,4464236,,2077,2077,2083,FEL
12,2,2,2,2,2,East-Down2,1318.61,0,1,49,1,1222222East-Down2,,1222222East-Down2,580212,4464236,,2077,2077,2083,FEL
12,2,2,2,2,2,North-Left2,1319.435,89,47,48,3,1222222North-Left2,,1222222North-Left2,580212,4464236,,2077,2077,2083,FEL
12,2,2,2,2,2,North-Left1,1319.435,89,47,48,3,1222222North-Left1,,1222222North-Left1,580212,4464236,,2077,2077,2083,FEL
12,2,2,2,2,2,North-Right1,1319.415,89,47,54,3,1222222North-Right1,,1222222North-Right1,580212,4464236,,2077,2077,2083,FEL
12,2,2,2,2,2,North-Right2,1319.415,89,47,54,3,1222222North-Right2,,1222222North-Right2,580212,4464236,,2077,2077,2083,FEL
12,2,2,2,2,2,South-Left2,1316.23,87,51,23,3,1222222South-Left2,,1222222South-Left2,580212,4464236,,2077,2077,2083,FEL
12,2,2,2,2,2,South-Left1,1316.23,87,51,23,3,1222222South-Left1,,1222222South-Left1,580212,4464236,,2077,2077,2083,FEL
12,2,2,2,2,2,South-Right1,1312.705,89,32,25,2,1222222South-Right1,,1222222South-Right1,580212,4464236,,2077,2077,2083,FEL
12,2,2,2,2,2,South-Right2,1312.705,89,32,25,2,1222222South-Right2,,1222222South-Right2,580212,4464236,,2077,2077,2083,FEL
28,3,2,4,2,2,West-Up2,1311.2,0,4,48,4,2832422West-Up2,,2832422West-Up2,558558,4449548,,605,605,135,FWL
28,3,2,4,2,2,West-Up1,1311.2,0,4,48,4,2832422West-Up1,,2832422West-Up1,558558,4449548,,605,605,135,FWL
28,3,2,4,2,2,West-Down1,1311.23,0,0,49,4,2832422West-Down1,,2832422West-Down1,558558,4449548,,605,605,135,FWL
28,3,2,4,2,2,West-Down2,1311.23,0,0,49,4,2832422West-Down2,,2832422West-Down2,558558,4449548,,605,605,135,FWL
28,3,2,4,2,2,East-Up2,1369.98,0,29,38,1,2832422East-Up2,,2832422East-Up2,558558,4449548,,605,605,135,FWL
28,3,2,4,2,2,East-Up1,1326.87,0,29,38,1,2832422East-Up1,,2832422East-Up1,558558,4449548,,605,605,135,FWL
28,3,2,4,2,2,East-Down1,1317.78,0,29,34,3,2832422East-Down1,,2832422East-Down1,558558,4449548,,605,605,135,FWL
28,3,2,4,2,2,East-Down2,1317.78,0,29,34,3,2832422East-Down2,,2832422East-Down2,558558,4449548,,605,605,135,FWL
28,3,2,4,2,2,North-Left2,1330.68,89,2,11,2,2832422North-Left2,,2832422North-Left2,558558,4449548,,605,605,135,FWL
28,3,2,4,2,2,North-Left1,1330.68,89,2,11,2,2832422North-Left1,,2832422North-Left1,558558,4449548,,605,605,135,FWL
28,3,2,4,2,2,North-Right1,1330.755,89,5,22,2,2832422North-Right1,,2832422North-Right1,558558,4449548,,605,605,135,FWL
28,3,2,4,2,2,North-Right2,1330.755,89,5,22,2,2832422North-Right2,,2832422North-Right2,558558,4449548,,605,605,135,FWL
