Section,Township,Township Direction,Range,Range Direction,Baseline,Side,Length,Degrees,Minutes,Seconds,Alignment,North Reference,Concatenation
7,1,2,1,2,2,West-Up1,1328.8,0,29,16,4,T,712122West-Up1
7,1,2,1,2,2,West-Down1,1327.205,0,2,36,4,T,712122West-Down1
7,1,2,1,2,2,West-Down2,1327.205,0,2,36,4,T,712122West-Down2
7,1,2,1,2,2,East-Up2,1319.34,0,16,49,4,T,712122East-Up2
7,1,2,1,2,2,East-Up1,1319.34,0,16,49,4,T,712122East-Up1
7,1,2,1,2,2,East-Down1,1320.66,0,18,38,4,T,712122East-Down1
7,1,2,1,2,2,East-Down2,1320.66,0,18,38,4,T,712122East-Down2
7,1,2,1,2,2,North-Left2,1319.455,89,52,35,2,T,712122North-Left2
7,1,2,1,2,2,North-Left1,1319.455,89,52,35,2,T,712122North-Left1
7,1,2,1,2,2,North-Right1,1313.565,89,51,48,2,T,712122North-Right1
7,1,2,1,2,2,North-Right2,1313.565,89,51,48,2,T,712122North-Right2
7,1,2,1,2,2,South-Left2,1317.2025,89,31,20,2,T,712122South-Left2
7,1,2,1,2,2,South-Left1,1317.2025,89,31,20,2,T,712122South-Left1
7,1,2,1,2,2,South-Right1,1317.2025,89,31,20,2,T,712122South-Right1
7,1,2,1,2,2,South-Right2,1317.2025,89,31,20,2,T,712122South-Right2
7,2,2,2,2,2,West-Up2,1333.97,0,25,49,1,T,722222West-Up2
7,2,2,2,2,2,West-Up1,1323.47,0,57,54,3,T,722222West-Up1
7,2,2,2,2,2,West-Down1,1312.92,0,30,49,2,T,722222West-Down1
7,2,2,2,2,2,West-Down2,1312.92,0,30,49,2,T,722222West-Down2
7,2,2,2,2,2,East-Up2,1321.91,0,4,46,4,T,722222East-Up2
7,2,2,2,2,2,East-Up1,1321.91,0,4,46,4,T,722222East-Up1
7,2,2,2,2,2,East-Down1,1315.935,0,38,2,2,T,722222East-Down1
7,2,2,2,2,2,East-Down2,1315.935,0,38,2,2,T,722222East-Down2
7,2,2,2,2,2,North-Left2,1260.725,89,52,28,4,T,722222North-Left2
7,2,2,2,2,2,North-Left1,1260.725,89,52,28,4,T,722222North-Left1
7,2,2,2,2,2,North-Right1,1317.92,89,52,35,4,T,722222North-Right1
7,2,2,2,2,2,North-Right2,1317.92,89,52,35,4,T,722222North-Right2
7,2,2,2,2,2,South-Left2,1266.62,89,57,59,4,T,722222South-Left2
7,2,2,2,2,2,South-Left1,1266.62,89,57,59,4,T,722222South-Left1
7,2,2,2,2,2,South-Right1,1317.19,89,57,20,4,T,722222South-Right1
7,2,2,2,2,2,South-Right2,1317.19,89,57,20,4,T,722222South-Right2
7,2,2,3,2,2,West-Up2,1328.365,0,13,6,4,T,722322West-Up2
7,2,2,3,2,2,West-Up1,1328.365,0,13,6,4,T,722322West-Up1
7,2,2,3,2,2,West-Down1,1323.745,0,3,17,4,T,722322West-Down1
7,2,2,3,2,2,West-Down2,1323.745,0,3,17,4,T,722322West-Down2
7,2,2,3,2,2,East-Up2,1308.44,0,15,45,2,T,722322East-Up2
7,2,2,3,2,2,East-Up1,1308.44,0,15,45,2,T,722322East-Up1
7,2,2,3,2,2,East-Down1,1317.64,0,32,48,2,T,722322East-Down1
7,2,2,3,2,2,East-Down2,1317.64,0,32,48,2,T,722322East-Down2
7,2,2,3,2,2,North-Left2,1311.6375,89,59,27,3,T,722322North-Left2
7,2,2,3,2,2,North-Left1,1311.6375,89,59,27,3,T,722322North-Left1
7,2,2,3,2,2,North-Right1,1311.6375,89,59,27,3,T,722322North-Right1
7,2,2,3,2,2,North-Right2,1311.6375,89,59,27,3,T,722322North-Right2
7,2,2,3,2,2,South-Left2,1299.2575,89,24,56,3,T,722322South-Left2
7,2,2,3,2,2,South-Left1,1299.2575,89,24,56,3,T,722322South-Left1
7,2,2,3,2,2,South-Right1,1299.2575,89,24,56,3,T,722322South-Right1
7,2,2,3,2,2,South-Right2,1299.2575,89,24,56,3,T,722322South-Right2
7,3,2,5,2,2,West-Up2,1315.705,0,15,31,3,T,732522West-Up2
7,3,2,5,2,2,West-Up1,1315.705,0,15,31,3,T,732522West-Up1
7,3,2,5,2,2,West-Down1,1318.7,0,1,23,2,T,732522West-Down1
7,3,2,5,2,2,West-Down2,1318.7,0,1,23,2,T,732522West-Down2
7,3,2,5,2,2,East-Up2,1314.55,0,5,45,4,T,732522East-Up2
7,3,2,5,2,2,East-Up1,1314.42,0,5,23,4,T,732522East-Up1
7,3,2,5,2,2,East-Down1,1314.695,0,1,3,4,T,732522East-Down1
7,3,2,5,2,2,East-Down2,1314.695,0,1,3,4,T,732522East-Down2
7,3,2,5,2,2,North-Left2,1333.075,89,51,45,2,T,732522North-Left2
7,3,2,5,2,2,North-Left1,1333.075,89,51,45,2,T,732522North-Left1
7,3,2,5,2,2,North-Right1,1331.72,89,52,28,4,T,732522North-Right1
7,3,2,5,2,2,North-Right2,1330.38,89,52,31,4,T,732522North-Right2
7,3,2,5,2,2,South-Left2,1343.275,89,52,59,2,T,732522South-Left2
7,3,2,5,2,2,South-Left1,1343.275,89,52,59,2,T,732522South-Left1
7,3,2,5,2,2,South-Right1,1329.855,89,52,52,2,T,732522South-Right1
7,3,2,5,2,2,South-Right2,1329.855,89,52,52,2,T,732522South-Right2
8,2,2,2,2,2,West-Up2,1321.91,0,4,46,4,T,822222West-Up2
8,2,2,2,2,2,West-Up1,1321.91,0,4,46,4,T,822222West-Up1
8,2,2,2,2,2,West-Down1,1315.935,0,38,2,2,T,822222West-Down1
8,2,2,2,2,2,West-Down2,1315.935,0,38,2,2,T,822222West-Down2
8,2,2,2,2,2,East-Up2,1298.615,0,49,31,2,T,822222East-Up2
8,2,2,2,2,2,East-Up1,1298.615,0,49,31,2,T,822222East-Up1
8,2,2,2,2,2,East-Down1,1325.4,0,43,30,4,T,822222East-Down1
8,2,2,2,2,2,East-Down2,1325.4,0,43,30,4,T,822222East-Down2
8,2,2,2,2,2,North-Left2,1317.415,89,46,32,4,T,822222North-Left2
8,2,2,2,2,2,North-Left1,1317.415,89,46,32,4,T,822222North-Left1
8,2,2,2,2,2,North-Right1,1317.4,89,47,0,4,T,822222North-Right1
8,2,2,2,2,2,North-Right2,1317.4,89,47,0,4,T,822222North-Right2
8,2,2,2,2,2,South-Left2,1322.585,89,51,15,4,T,822222South-Left2
8,2,2,2,2,2,South-Left1,1322.585,89,51,15,4,T,822222South-Left1
8,2,2,2,2,2,South-Right1,1323.03,89,41,15,3,T,822222South-Right1
8,2,2,2,2,2,South-Right2,1323.03,89,41,15,3,T,822222South-Right2
8,2,2,3,2,2,West-Up2,1308.44,0,15,45,2,T,822322West-Up2
8,2,2,3,2,2,West-Up1,1308.44,0,15,45,2,T,822322West-Up1
8,2,2,3,2,2,West-Down1,1317.64,0,32,48,2,T,822322West-Down1
8,2,2,3,2,2,West-Down2,1317.64,0,32,48,2,T,822322West-Down2
8,2,2,3,2,2,East-Up2,1309.355,0,23,17,3,T,822322East-Up2
8,2,2,3,2,2,East-Up1,1309.355,0,23,17,3,T,822322East-Up1
8,2,2,3,2,2,East-Down1,1316.095,0,10,47,3,T,822322East-Down1
8,2,2,3,2,2,East-Down2,1316.095,0,10,47,3,T,822322East-Down2
8,2,2,3,2,2,North-Left2,1315.89,89,52,48,4,T,822322North-Left2
8,2,2,3,2,2,North-Left1,1315.89,89,52,48,4,T,822322North-Left1
8,2,2,3,2,2,North-Right1,1315.89,89,52,48,4,T,822322North-Right1
8,2,2,3,2,2,North-Right2,1315.89,89,52,48,4,T,822322North-Right2
8,2,2,3,2,2,South-Left2,1320.2,89,59,53,3,T,822322South-Left2
8,2,2,3,2,2,South-Left1,1325.92,89,47,15,3,T,822322South-Left1
8,2,2,3,2,2,South-Right1,1314.32,89,40,38,4,T,822322South-Right1
8,2,2,3,2,2,South-Right2,1314.32,89,40,38,4,T,822322South-Right2
8,3,2,5,2,2,West-Up2,1314.55,0,5,45,4,T,832522West-Up2
8,3,2,5,2,2,West-Up1,1314.42,0,5,23,4,T,832522West-Up1
8,3,2,5,2,2,West-Down1,1314.695,0,1,3,4,T,832522West-Down1
8,3,2,5,2,2,West-Down2,1314.695,0,1,3,4,T,832522West-Down2
8,3,2,5,2,2,East-Up2,1312.685,0,6,36,4,T,832522East-Up2
8,3,2,5,2,2,East-Up1,1312.685,0,6,36,4,T,832522East-Up1
8,3,2,5,2,2,East-Down1,1310.85,0,6,46,4,T,832522East-Down1
8,3,2,5,2,2,East-Down2,1310.85,0,6,46,4,T,832522East-Down2
8,3,2,5,2,2,North-Left2,1335.375,89,24,38,2,T,832522North-Left2
8,3,2,5,2,2,North-Left1,1335.375,89,24,38,2,T,832522North-Left1
8,3,2,5,2,2,North-Right1,1332.435,89,27,2,2,T,832522North-Right1
8,3,2,5,2,2,North-Right2,1332.435,89,27,2,2,T,832522North-Right2
8,3,2,5,2,2,South-Left2,1335.2,89,18,37,2,T,832522South-Left2
8,3,2,5,2,2,South-Left1,1335.2,89,18,37,2,T,832522South-Left1
8,3,2,5,2,2,South-Right1,1335.235,89,18,34,2,T,832522South-Right1
8,3,2,5,2,2,South-Right2,1335.235,89,18,34,2,T,832522South-Right2
5,3,2,2,2,2,West-Up2,0,0,0,0,0,T,532222West-Up2
5,3,2,2,2,2,West-Up1,2680.72,0,9,2,2,T,532222West-Up1
5,3,2,2,2,2,West-Down1,2604.88,0,41,38,4,T,532222West-Down1
5,3,2,2,2,2,West-Down2,0,0,0,0,0,T,532222West-Down2
5,3,2,2,2,2,East-Up2,1317.39,0,15,47,4,T,532222East-Up2
5,3,2,2,2,2,East-Up1,1330.68,0,8,37,4,T,532222East-Up1
5,3,2,2,2,2,East-Down1,2637.64,0,11,53,4,T,532222East-Down1
5,3,2,2,2,2,East-Down2,0,0,0,0,0,T,532222East-Down2
5,3,2,2,2,2,North-Left2,0,0,0,0,0,T,532222North-Left2
5,3,2,2,2,2,North-Left1,5300.6,89,26,45,2,T,532222North-Left1
5,3,2,2,2,2,North-Right1,0,0,0,0,0,T,532222North-Right1
5,3,2,2,2,2,North-Right2,0,0,0,0,0,T,532222North-Right2
5,3,2,2,2,2,South-Left2,0,0,0,0,0,T,532222South-Left2
5,3,2,2,2,2,South-Left1,5294.58,89,26,53,2,T,532222South-Left1
5,3,2,2,2,2,South-Right1,0,0,0,0,0,T,532222South-Right1
5,3,2,2,2,2,South-Right2,0,0,0,0,0,T,532222South-Right2
8,3,2,2,2,2,West-Up2,0,0,0,0,0,T,832222West-Up2
8,3,2,2,2,2,West-Up1,5232.06,0,8,41,4,T,832222West-Up1
8,3,2,2,2,2,West-Down1,0,0,0,0,0,T,832222West-Down1
8,3,2,2,2,2,West-Down2,0,0,0,0,0,T,832222West-Down2
8,3,2,2,2,2,East-Up2,0,0,0,0,0,T,832222East-Up2
8,3,2,2,2,2,East-Up1,5272.36,0,1,59,2,T,832222East-Up1
8,3,2,2,2,2,East-Down1,0,0,0,0,0,T,832222East-Down1
8,3,2,2,2,2,East-Down2,0,0,0,0,0,T,832222East-Down2
8,3,2,2,2,2,North-Left2,0,0,0,0,0,T,832222North-Left2
8,3,2,2,2,2,North-Left1,5294.58,89,26,53,2,T,832222North-Left1
8,3,2,2,2,2,North-Right1,0,0,0,0,0,T,832222North-Right1
8,3,2,2,2,2,North-Right2,0,0,0,0,0,T,832222North-Right2
8,3,2,2,2,2,South-Left2,0,0,0,0,0,T,832222South-Left2
8,3,2,2,2,2,South-Left1,5278.07,89,53,3,3,T,832222South-Left1
8,3,2,2,2,2,South-Right1,0,0,0,0,0,T,832222South-Right1
8,3,2,2,2,2,South-Right2,0,0,0,0,0,T,832222South-Right2
8,4,2,2,1,2,West-Up2,1321.07,0,6,55,4,T,842212West-Up2
8,4,2,2,1,2,West-Up1,1320.84,0,49,44,4,T,842212West-Up1
8,4,2,2,1,2,West-Down1,1321.66,0,3,12,4,T,842212West-Down1
8,4,2,2,1,2,West-Down2,1320.96,0,4,19,2,T,842212West-Down2
8,4,2,2,1,2,East-Up2,1321.86,0,16,14,2,T,842212East-Up2
8,4,2,2,1,2,East-Up1,1317.13,0,6,57,4,T,842212East-Up1
8,4,2,2,1,2,East-Down1,1317.27,0,6,52,4,T,842212East-Down1
8,4,2,2,1,2,East-Down2,1320.31,0,32,18,2,T,842212East-Down2
8,4,2,2,1,2,North-Left2,1332.06,89,56,12,1,T,842212North-Left2
8,4,2,2,1,2,North-Left1,1329.38,89,41,58,2,T,842212North-Left1
8,4,2,2,1,2,North-Right1,1335.54,89,57,45,1,T,842212North-Right1
8,4,2,2,1,2,North-Right2,1319.82,89,11,7,2,T,842212North-Right2
8,4,2,2,1,2,South-Left2,1322.17,89,45,39,3,T,842212South-Left2
8,4,2,2,1,2,South-Left1,1312.69,89,53,43,3,T,842212South-Left1
8,4,2,2,1,2,South-Right1,1323.62,89,28,37,3,T,842212South-Right1
8,4,2,2,1,2,South-Right2,1323.62,89,28,37,3,T,842212South-Right2
9,4,2,1,2,2,West-Up2,1322.24,0,13,55,4,T,942122West-Up2
9,4,2,1,2,2,West-Up1,1322.24,0,13,55,4,T,942122West-Up1
9,4,2,1,2,2,West-Down1,1322.24,0,13,54,4,T,942122West-Down1
9,4,2,1,2,2,West-Down2,1322.24,0,13,54,4,T,942122West-Down2
9,4,2,1,2,2,East-Up2,1320.855,0,4,13,4,T,942122East-Up2
9,4,2,1,2,2,East-Up1,1320.855,0,4,13,4,T,942122East-Up1
9,4,2,1,2,2,East-Down1,1320.265,0,4,11,4,T,942122East-Down1
9,4,2,1,2,2,East-Down2,1320.265,0,4,11,4,T,942122East-Down2
9,4,2,1,2,2,North-Left2,1326.68,89,45,2,4,T,942122North-Left2
9,4,2,1,2,2,North-Left1,1326.68,89,45,2,4,T,942122North-Left1
9,4,2,1,2,2,North-Right1,1319.9,89,47,32,3,T,942122North-Right1
9,4,2,1,2,2,North-Right2,1319.23,89,46,32,3,T,942122North-Right2
9,4,2,1,2,2,South-Left2,1319.3775,89,56,41,3,T,942122South-Left2
9,4,2,1,2,2,South-Left1,1319.3775,89,56,41,3,T,942122South-Left1
9,4,2,1,2,2,South-Right1,1319.3775,89,56,41,3,T,942122South-Right1
9,4,2,1,2,2,South-Right2,1319.3775,89,56,41,3,T,942122South-Right2
9,9,2,22,1,1,West-Up2,1324.285,0,0,5,4,T,9922211West-Up2
9,9,2,22,1,1,West-Up1,1324.285,0,0,5,4,T,9922211West-Up1
9,9,2,22,1,1,West-Down1,1324.225,0,0,28,4,T,9922211West-Down1
9,9,2,22,1,1,West-Down2,1324.225,0,0,28,4,T,9922211West-Down2
9,9,2,22,1,1,East-Up2,1323.91,0,9,50,4,T,9922211East-Up2
9,9,2,22,1,1,East-Up1,1323.91,0,9,50,4,T,9922211East-Up1
9,9,2,22,1,1,East-Down1,1323.85,0,9,7,4,T,9922211East-Down1
9,9,2,22,1,1,East-Down2,1323.85,0,9,7,4,T,9922211East-Down2
9,9,2,22,1,1,North-Left2,1320.835,89,57,13,3,T,9922211North-Left2
9,9,2,22,1,1,North-Left1,1320.835,89,57,13,3,T,9922211North-Left1
9,9,2,22,1,1,North-Right1,1320.535,89,56,38,3,T,9922211North-Right1
9,9,2,22,1,1,North-Right2,1320.535,89,56,38,3,T,9922211North-Right2
9,9,2,22,1,1,South-Left2,1325.26,89,46,50,3,T,9922211South-Left2
9,9,2,22,1,1,South-Left1,1325.26,89,46,50,3,T,9922211South-Left1
9,9,2,22,1,1,South-Right1,1323.205,89,54,55,4,T,9922211South-Right1
9,9,2,22,1,1,South-Right2,1323.205,89,54,55,4,T,9922211South-Right2
10,20,2,21,1,1,West-Up2,1320,0,2,0,4,T,102022111West-Up2
10,20,2,21,1,1,West-Up1,1320,0,2,0,4,T,102022111West-Up1
10,20,2,21,1,1,West-Down1,1320,0,2,0,4,T,102022111West-Down1
10,20,2,21,1,1,West-Down2,1320,0,2,0,4,T,102022111West-Down2
10,20,2,21,1,1,East-Up2,1320,0,1,0,4,T,102022111East-Up2
10,20,2,21,1,1,East-Up1,1320,0,1,0,4,T,102022111East-Up1
10,20,2,21,1,1,East-Down1,1319.55,0,0,38,2,T,102022111East-Down1
10,20,2,21,1,1,East-Down2,1319.55,0,0,38,2,T,102022111East-Down2
10,20,2,21,1,1,North-Left2,1321.65,89,56,0,4,T,102022111North-Left2
10,20,2,21,1,1,North-Left1,1321.65,89,56,0,4,T,102022111North-Left1
10,20,2,21,1,1,North-Right1,1321.65,89,56,0,4,T,102022111North-Right1
10,20,2,21,1,1,North-Right2,1321.65,89,56,0,4,T,102022111North-Right2
10,20,2,21,1,1,South-Left2,1322.95,89,51,17,4,T,102022111South-Left2
10,20,2,21,1,1,South-Left1,1322.95,89,51,17,4,T,102022111South-Left1
10,20,2,21,1,1,South-Right1,1320.52,89,55,26,4,T,102022111South-Right1
10,20,2,21,1,1,South-Right2,1320.52,89,55,26,4,T,102022111South-Right2
10,2,2,3,2,2,West-Up2,1312.7,0,36,29,2,T,1022322West-Up2
10,2,2,3,2,2,West-Up1,1318.36,0,19,37,2,T,1022322West-Up1
10,2,2,3,2,2,West-Down1,1314.195,0,12,23,2,T,1022322West-Down1
10,2,2,3,2,2,West-Down2,1314.195,0,12,23,2,T,1022322West-Down2
10,2,2,3,2,2,East-Up2,1301.23,0,6,3,2,T,1022322East-Up2
10,2,2,3,2,2,East-Up1,1301.25,0,6,17,2,T,1022322East-Up1
10,2,2,3,2,2,East-Down1,1316.87,0,5,8,2,T,1022322East-Down1
10,2,2,3,2,2,East-Down2,1316.87,0,5,8,2,T,1022322East-Down2
10,2,2,3,2,2,North-Left2,1329.635,89,21,57,4,T,1022322North-Left2
10,2,2,3,2,2,North-Left1,1329.635,89,21,57,4,T,1022322North-Left1
10,2,2,3,2,2,North-Right1,1341.23,89,48,31,4,T,1022322North-Right1
10,2,2,3,2,2,North-Right2,1341.23,89,48,31,4,T,1022322North-Right2
10,2,2,3,2,2,South-Left2,1340.9775,89,50,13,4,T,1022322South-Left2
10,2,2,3,2,2,South-Left1,1340.9775,89,50,13,4,T,1022322South-Left1
10,2,2,3,2,2,South-Right1,1340.9775,89,50,13,4,T,1022322South-Right1
10,2,2,3,2,2,South-Right2,1340.9775,89,50,13,4,T,1022322South-Right2
11,2,2,2,2,2,West-Up2,1319.56,0,3,23,4,T,1122222West-Up2
11,2,2,2,2,2,West-Up1,1319.56,0,3,23,4,T,1122222West-Up1
11,2,2,2,2,2,West-Down1,1331.9,0,2,16,2,T,1122222West-Down1
11,2,2,2,2,2,West-Down2,1331.9,0,2,16,2,T,1122222West-Down2
11,2,2,2,2,2,East-Up2,1302.265,0,3,17,4,T,1122222East-Up2
11,2,2,2,2,2,East-Up1,1302.265,0,3,17,4,T,1122222East-Up1
11,2,2,2,2,2,East-Down1,1302.265,0,3,17,4,T,1122222East-Down1
11,2,2,2,2,2,East-Down2,1371.175,0,3,17,4,T,1122222East-Down2
11,2,2,2,2,2,North-Left2,1322,89,48,22,3,T,1122222North-Left2
11,2,2,2,2,2,North-Left1,1322,89,48,22,3,T,1122222North-Left1
11,2,2,2,2,2,North-Right1,1320.25,89,48,8,4,T,1122222North-Right1
11,2,2,2,2,2,North-Right2,1320.25,89,48,8,4,T,1122222North-Right2
11,2,2,2,2,2,South-Left2,1323.275,89,42,42,3,T,1122222South-Left2
11,2,2,2,2,2,South-Left1,1323.275,89,42,42,3,T,1122222South-Left1
11,2,2,2,2,2,South-Right1,1321.145,89,45,6,2,T,1122222South-Right1
11,2,2,2,2,2,South-Right2,1321.145,89,45,6,2,T,1122222South-Right2
11,3,2,1,2,2,West-Up2,1319.79,1,4,49,4,T,1132122West-Up2
11,3,2,1,2,2,West-Up1,1319.79,1,4,49,4,T,1132122West-Up1
11,3,2,1,2,2,West-Down1,1319.8,1,4,40,4,T,1132122West-Down1
11,3,2,1,2,2,West-Down2,1319.8,1,4,40,4,T,1132122West-Down2
11,3,2,1,2,2,East-Up2,1319.57,0,55,9,4,T,1132122East-Up2
11,3,2,1,2,2,East-Up1,1319.57,0,55,9,4,T,1132122East-Up1
11,3,2,1,2,2,East-Down1,1320.21,0,59,35,4,T,1132122East-Down1
11,3,2,1,2,2,East-Down2,1319.6,0,51,56,4,T,1132122East-Down2
11,3,2,1,2,2,North-Left2,1323.39,88,54,12,3,T,1132122North-Left2
11,3,2,1,2,2,North-Left1,1323.39,88,54,12,3,T,1132122North-Left1
11,3,2,1,2,2,North-Right1,1323.39,88,54,12,3,T,1132122North-Right1
11,3,2,1,2,2,North-Right2,1323.39,88,54,12,3,T,1132122North-Right2
11,3,2,1,2,2,South-Left2,1319.81,88,53,54,3,T,1132122South-Left2
11,3,2,1,2,2,South-Left1,1319.81,88,53,54,3,T,1132122South-Left1
11,3,2,1,2,2,South-Right1,1319.835,88,53,28,3,T,1132122South-Right1
11,3,2,1,2,2,South-Right2,1319.835,88,53,28,3,T,1132122South-Right2
11,4,2,1,2,2,West-Up2,1326.215,0,6,40,3,T,1142122West-Up2
11,4,2,1,2,2,West-Up1,1326.215,0,6,40,3,T,1142122West-Up1
11,4,2,1,2,2,West-Down1,1317.625,0,9,0,3,T,1142122West-Down1
11,4,2,1,2,2,West-Down2,1317.625,0,9,0,3,T,1142122West-Down2
11,4,2,1,2,2,East-Up2,1329.22,0,17,27,3,T,1142122East-Up2
11,4,2,1,2,2,East-Up1,1329.22,0,17,27,3,T,1142122East-Up1
11,4,2,1,2,2,East-Down1,1319.795,0,0,22,3,T,1142122East-Down1
11,4,2,1,2,2,East-Down2,1319.795,0,0,22,3,T,1142122East-Down2
11,4,2,1,2,2,North-Left2,1320.53,89,40,45,4,T,1142122North-Left2
11,4,2,1,2,2,North-Left1,1320.53,89,40,45,4,T,1142122North-Left1
11,4,2,1,2,2,North-Right1,1325.99,89,35,10,3,T,1142122North-Right1
11,4,2,1,2,2,North-Right2,1325.99,89,35,10,3,T,1142122North-Right2
11,4,2,1,2,2,South-Left2,1326.295,89,54,25,1,T,1142122South-Left2
11,4,2,1,2,2,South-Left1,1326.295,89,54,25,1,T,1142122South-Left1
11,4,2,1,2,2,South-Right1,1319.3,89,57,50,4,T,1142122South-Right1
11,4,2,1,2,2,South-Right2,1319.3,89,57,50,4,T,1142122South-Right2
12,2,2,2,2,2,West-Up2,1302.265,0,3,17,4,T,1222222West-Up2
12,2,2,2,2,2,West-Up1,1302.265,0,3,17,4,T,1222222West-Up1
12,2,2,2,2,2,West-Down1,1302.265,0,3,17,4,T,1222222West-Down1
12,2,2,2,2,2,West-Down2,1302.265,0,3,17,4,T,1222222West-Down2
12,2,2,2,2,2,East-Up2,1235.51,0,23,26,2,T,1222222East-Up2
12,2,2,2,2,2,East-Up1,1235.51,0,23,26,2,T,1222222East-Up1
12,2,2,2,2,2,East-Down1,1318.61,0,1,49,1,T,1222222East-Down1
12,2,2,2,2,2,East-Down2,1318.61,0,1,49,1,T,1222222East-Down2
12,2,2,2,2,2,North-Left2,1319.435,89,47,48,3,T,1222222North-Left2
12,2,2,2,2,2,North-Left1,1319.435,89,47,48,3,T,1222222North-Left1
12,2,2,2,2,2,North-Right1,1319.415,89,47,54,3,T,1222222North-Right1
12,2,2,2,2,2,North-Right2,1319.415,89,47,54,3,T,1222222North-Right2
12,2,2,2,2,2,South-Left2,1316.23,87,51,23,3,T,1222222South-Left2
12,2,2,2,2,2,South-Left1,1316.23,87,51,23,3,T,1222222South-Left1
12,2,2,2,2,2,South-Right1,1312.705,89,32,25,2,T,1222222South-Right1
12,2,2,2,2,2,South-Right2,1312.705,89,32,25,2,T,1222222South-Right2
12,4,2,1,2,2,West-Up2,1329.205,0,21,31,2,T,1242122West-Up2
12,4,2,1,2,2,West-Up1,1329.205,0,21,31,2,T,1242122West-Up1
12,4,2,1,2,2,West-Down1,1319.86,0,4,22,2,T,1242122West-Down1
12,4,2,1,2,2,West-Down2,1319.86,0,4,22,2,T,1242122West-Down2
12,4,2,1,2,2,East-Up2,1317.275,0,3,48,2,T,1242122East-Up2
12,4,2,1,2,2,East-Up1,1317.275,0,3,48,2,T,1242122East-Up1
12,4,2,1,2,2,East-Down1,1317.275,0,3,48,2,T,1242122East-Down1
12,4,2,1,2,2,East-Down2,1317.275,0,3,48,2,T,1242122East-Down2
12,4,2,1,2,2,North-Left2,1317.69,89,43,43,1,T,1242122North-Left2
12,4,2,1,2,2,North-Left1,1317.69,89,43,43,1,T,1242122North-Left1
12,4,2,1,2,2,North-Right1,1307.805,89,43,43,1,T,1242122North-Right1
12,4,2,1,2,2,North-Right2,1307.805,89,43,43,1,T,1242122North-Right2
12,4,2,1,2,2,South-Left2,1328.45,89,49,41,2,T,1242122South-Left2
12,4,2,1,2,2,South-Left1,1328.45,89,49,41,2,T,1242122South-Left1
12,4,2,1,2,2,South-Right1,1304.11,89,54,57,1,T,1242122South-Right1
12,4,2,1,2,2,South-Right2,1304.11,89,54,57,1,T,1242122South-Right2
13,2,2,3,2,2,West-Up2,1313.67,0,12,44,3,T,1322322West-Up2
13,2,2,3,2,2,West-Up1,1313.53,0,12,18,3,T,1322322West-Up1
13,2,2,3,2,2,West-Down1,1313.55,0,12,25,3,T,1322322West-Down1
13,2,2,3,2,2,West-Down2,1313.69,0,12,40,3,T,1322322West-Down2
13,2,2,3,2,2,East-Up2,0,0,0,0,0,T,1322322East-Up2
13,2,2,3,2,2,East-Up1,2629.31,0,12,40,3,T,1322322East-Up1
13,2,2,3,2,2,East-Down1,2650.73,0,11,20,3,T,1322322East-Down1
13,2,2,3,2,2,East-Down2,0,0,0,0,0,T,1322322East-Down2
13,2,2,3,2,2,North-Left2,0,0,0,0,0,T,1322322North-Left2
13,2,2,3,2,2,North-Left1,2624.36,89,55,31,2,T,1322322North-Left1
13,2,2,3,2,2,North-Right1,1312.38,89,55,26,3,T,1322322North-Right1
13,2,2,3,2,2,North-Right2,1312.06,89,54,15,2,T,1322322North-Right2
13,2,2,3,2,2,South-Left2,1312.46,89,47,39,1,T,1322322South-Left2
13,2,2,3,2,2,South-Left1,1312.47,89,47,22,1,T,1322322South-Left1
13,2,2,3,2,2,South-Right1,2624.64,89,48,36,1,T,1322322South-Right1
13,2,2,3,2,2,South-Right2,0,0,0,0,0,T,1322322South-Right2
13,3,2,5,2,2,West-Up2,1321.26,0,5,4,4,T,1332522West-Up2
13,3,2,5,2,2,West-Up1,1321.26,0,5,4,4,T,1332522West-Up1
13,3,2,5,2,2,West-Down1,1324.36,0,32,34,4,T,1332522West-Down1
13,3,2,5,2,2,West-Down2,1324.36,0,32,34,4,T,1332522West-Down2
13,3,2,5,2,2,East-Up2,1317.035,0,5,42,4,T,1332522East-Up2
13,3,2,5,2,2,East-Up1,1317.035,0,5,42,4,T,1332522East-Up1
13,3,2,5,2,2,East-Down1,1322.31,0,5,42,4,T,1332522East-Down1
13,3,2,5,2,2,East-Down2,1322.31,0,5,42,4,T,1332522East-Down2
13,3,2,5,2,2,North-Left2,1324.785,89,44,35,3,T,1332522North-Left2
13,3,2,5,2,2,North-Left1,1324.785,89,44,35,3,T,1332522North-Left1
13,3,2,5,2,2,North-Right1,1324.78,89,46,42,3,T,1332522North-Right1
13,3,2,5,2,2,North-Right2,1324.78,89,46,42,3,T,1332522North-Right2
13,3,2,5,2,2,South-Left2,1319.74,89,37,30,3,T,1332522South-Left2
13,3,2,5,2,2,South-Left1,1319.74,89,37,30,3,T,1332522South-Left1
13,3,2,5,2,2,South-Right1,1319.74,89,37,30,3,T,1332522South-Right1
13,3,2,5,2,2,South-Right2,1319.74,89,37,30,3,T,1332522South-Right2
13,3,2,4,2,2,West-Up2,1321.23,0,4,20,1,T,1332422West-Up2
13,3,2,4,2,2,West-Up1,1321.23,0,4,20,1,T,1332422West-Up1
